"","id","sex","edad","origen","timerun","categoria","nacionalidad"
"824",824,"Hombre",30,"CALI",3677,"2. Abierta","COL"
"825",825,"Mujer",37,"CALI",3677,"2. Abierta","COL"
"826",826,"Hombre",31,"CALI",3677,"2. Abierta","COL"
"827",827,"Hombre",28,"SANTANDER DE QUILICHAO",3677,"2. Abierta","COL"
"828",828,"Mujer",33,"CALI",3678,"2. Abierta","COL"
"829",829,"Mujer",30,"CALI",3680,"2. Abierta","COL"
"830",830,"Mujer",46,"CALI",3680,"3. Veteranos A","COL"
"831",831,"Mujer",19,"CALI",3681,"2. Abierta","COL"
"832",832,"Hombre",27,"CALI",3682,"2. Abierta","COL"
"833",833,"Mujer",38,"CALI",3682,"2. Abierta","COL"
"834",834,"Hombre",30,"CALI",3684,"2. Abierta","COL"
"835",835,"Hombre",44,"PALMIRA",3684,"3. Veteranos A","COL"
"836",836,"Hombre",45,"CALI",3684,"3. Veteranos A","COL"
"837",837,"Hombre",35,"CALI",3686,"2. Abierta","COL"
"838",838,"Mujer",51,"CALI",3686,"4. Veteranos B","COL"
"839",839,"Hombre",51,"CALI",3689,"4. Veteranos B","COL"
"840",840,"Hombre",35,"CALI",3689,"2. Abierta","COL"
"841",841,"Mujer",46,"CALI",3692,"3. Veteranos A","COL"
"842",842,"Hombre",42,"CALI",3693,"3. Veteranos A","COL"
"843",843,"Hombre",31,"CALI",3696,"2. Abierta","COL"
"844",844,"Mujer",38,"CALI",3697,"2. Abierta","COL"
"845",845,"Mujer",25,"CALI",3699,"2. Abierta","COL"
"846",846,"Hombre",31,"CALI",3699,"2. Abierta","COL"
"847",847,"Mujer",34,"CALI",3700,"2. Abierta","COL"
"848",848,"Hombre",42,"CALI",3700,"3. Veteranos A","COL"
"849",849,"Mujer",23,"CALI",3700,"2. Abierta","COL"
"850",850,"Hombre",45,"CALI",3701,"3. Veteranos A","COL"
"851",851,"Hombre",28,"CALI",3702,"2. Abierta","COL"
"852",852,"Hombre",41,"CALI",3704,"3. Veteranos A","COL"
"853",853,"Hombre",37,"CALI",3705,"2. Abierta","COL"
"854",854,"Hombre",47,"CALI",3707,"3. Veteranos A","COL"
"855",855,"Hombre",48,"CALI",3707,"3. Veteranos A","COL"
"856",856,"Hombre",33,"CALI",3710,"2. Abierta","COL"
"857",857,"Mujer",30,"CALI",3710,"2. Abierta","BTN"
"858",858,"Hombre",32,"CALI",3710,"2. Abierta","COL"
"859",859,"Mujer",60,"CALI",3711,"5. Veteranos C","COL"
"860",860,"Hombre",57,"CALI",3711,"4. Veteranos B","COL"
"861",861,"Mujer",37,"CALI",3713,"2. Abierta","COL"
"862",862,"Hombre",62,"PALMIRA",3714,"5. Veteranos C","COL"
"863",863,"Hombre",45,"CALI",3714,"3. Veteranos A","COL"
"864",864,"Hombre",25,"CALI",3715,"2. Abierta","COL"
"865",865,"Hombre",28,"CALI",3715,"2. Abierta","COL"
"866",866,"Hombre",41,"GINEBRA",3716,"3. Veteranos A","COL"
"867",867,"Mujer",33,"CALI",3718,"2. Abierta","COL"
"868",868,"Mujer",32,"POPAYAN",3719,"2. Abierta","COL"
"869",869,"Hombre",41,"CALI",3721,"3. Veteranos A","COL"
"870",870,"Mujer",37,"CALI",3721,"2. Abierta","COL"
"871",871,"Mujer",43,"PALMIRA",3722,"3. Veteranos A","COL"
"872",872,"Mujer",49,"CALI",3722,"3. Veteranos A","COL"
"873",873,"Mujer",51,"CALI",3722,"4. Veteranos B","COL"
"874",874,"Hombre",26,"CALI",3724,"2. Abierta","COL"
"875",875,"Hombre",24,"CALI",3724,"2. Abierta","COL"
"876",876,"Hombre",53,"CALI",3726,"4. Veteranos B","COL"
"877",877,"Mujer",26,"CALI",3728,"2. Abierta","COL"
"878",878,"Hombre",49,"CALI",3728,"3. Veteranos A","COL"
"879",879,"Hombre",50,"CALI",3729,"4. Veteranos B","COL"
"880",880,"Hombre",36,"CALI",3731,"2. Abierta","COL"
"881",881,"Hombre",51,"CALI",3732,"4. Veteranos B","COL"
"882",882,"Mujer",32,"CALI",3733,"2. Abierta","COL"
"883",883,"Mujer",37,"CALI",3734,"2. Abierta","COL"
"884",884,"Hombre",34,"CALI",3735,"2. Abierta","COL"
"885",885,"Hombre",44,"CALI",3735,"3. Veteranos A","COL"
"886",886,"Hombre",35,"CALI",3735,"2. Abierta","COL"
"887",887,"Hombre",33,"CALI",3736,"2. Abierta","COL"
"888",888,"Hombre",39,"CALI",3737,"2. Abierta","COL"
"889",889,"Mujer",46,"CALI",3737,"3. Veteranos A","COL"
"890",890,"Mujer",45,"CALI",3737,"3. Veteranos A","COL"
"891",891,"Hombre",37,"CALI",3738,"2. Abierta","COL"
"892",892,"Mujer",36,"CALI",3739,"2. Abierta","COL"
"893",893,"Mujer",30,"CALI",3739,"2. Abierta","COL"
"894",894,"Hombre",35,"CALI",3739,"2. Abierta","COL"
"895",895,"Mujer",22,"CALI",3740,"2. Abierta","COL"
"896",896,"Hombre",43,"CALI",3741,"3. Veteranos A","COL"
"897",897,"Mujer",43,"CALI",3742,"3. Veteranos A","COL"
"898",898,"Hombre",60,"CALI",3743,"5. Veteranos C","COL"
"899",899,"Mujer",30,"CALI",3743,"2. Abierta","COL"
"900",900,"Mujer",30,"CALI",3744,"2. Abierta","COL"
"901",901,"Hombre",45,"CALI",3744,"3. Veteranos A","COL"
"902",902,"Mujer",49,"BOGOTA",3748,"3. Veteranos A","COL"
"903",903,"Hombre",16,"CALI",3749,"1. Juvenil","COL"
"904",904,"Hombre",40,"CALI",3749,"3. Veteranos A","COL"
"905",905,"Hombre",49,"BOGOTA",3749,"3. Veteranos A","COL"
"906",906,"Mujer",31,"CALI",3750,"2. Abierta","COL"
"907",907,"Hombre",43,"CALI",3751,"3. Veteranos A","COL"
"908",908,"Hombre",22,"CALI",3753,"2. Abierta","COL"
"909",909,"Hombre",50,"CALI",3754,"4. Veteranos B","COL"
"910",910,"Mujer",43,"JAMUNDI",3755,"3. Veteranos A","COL"
"911",911,"Hombre",34,"CALI",3755,"2. Abierta","COL"
"912",912,"Hombre",41,"CALI",3755,"3. Veteranos A","COL"
"913",913,"Mujer",34,"CALI",3755,"2. Abierta","COL"
"914",914,"Mujer",51,"CALI",3757,"4. Veteranos B","COL"
"915",915,"Mujer",52,"CALI",3757,"4. Veteranos B","COL"
"916",916,"Hombre",31,"CALI",3758,"2. Abierta","COL"
"917",917,"Mujer",23,"CALI",3758,"2. Abierta","COL"
"918",918,"Mujer",32,"CALI",3759,"2. Abierta","COL"
"919",919,"Hombre",47,"CALI",3762,"3. Veteranos A","COL"
"920",920,"Hombre",24,"CALI",3763,"2. Abierta","COL"
"921",921,"Mujer",32,"CALI",3764,"2. Abierta","COL"
"922",922,"Mujer",62,"CALI",3766,"5. Veteranos C","COL"
"923",923,"Mujer",35,"CALI",3766,"2. Abierta","COL"
"924",924,"Hombre",41,"JAMUNDI",3766,"3. Veteranos A","COL"
"925",925,"Mujer",25,"JAMUNDI",3766,"2. Abierta","COL"
"926",926,"Hombre",36,"CALI",3767,"2. Abierta","COL"
"927",927,"Mujer",37,"CALI",3767,"2. Abierta","COL"
"928",928,"Hombre",33,"CALI",3768,"2. Abierta","COL"
"929",929,"Mujer",39,"CALI",3769,"2. Abierta","COL"
"930",930,"Mujer",34,"CALI",3770,"2. Abierta","COL"
"931",931,"Hombre",25,"CALI",3772,"2. Abierta","PAN"
"932",932,"Hombre",32,"CALI",3773,"2. Abierta","COL"
"933",933,"Hombre",52,"CALI",3773,"4. Veteranos B","COL"
"934",934,"Hombre",61,"CALI",3773,"5. Veteranos C","COL"
"935",935,"Mujer",27,"CALI",3774,"2. Abierta","COL"
"936",936,"Hombre",46,"CALI",3776,"3. Veteranos A","COL"
"937",937,"Hombre",33,"CALI",3777,"2. Abierta","COL"
"938",938,"Hombre",34,"CALI",3777,"2. Abierta","COL"
"939",939,"Mujer",29,"CALI",3777,"2. Abierta","COL"
"940",940,"Mujer",28,"CALI",3778,"2. Abierta","COL"
"941",941,"Mujer",26,"CALI",3779,"2. Abierta","COL"
"942",942,"Mujer",46,"CALI",3779,"3. Veteranos A","COL"
"943",943,"Hombre",52,"TULUA",3781,"4. Veteranos B","COL"
"944",944,"Mujer",33,"CALI",3781,"2. Abierta","COL"
"945",945,"Mujer",26,"CALI",3782,"2. Abierta","PAN"
"946",946,"Mujer",31,"TOLU",3782,"2. Abierta","COL"
"947",947,"Hombre",41,"PALMIRA",3783,"3. Veteranos A","COL"
"948",948,"Hombre",56,"CALI",3783,"4. Veteranos B","COL"
"949",949,"Hombre",35,"CALI",3783,"2. Abierta","COL"
"950",950,"Mujer",33,"CALI",3788,"2. Abierta","COL"
"951",951,"Hombre",48,"CALI",3801,"3. Veteranos A","COL"
"952",952,"Mujer",43,"CALI",3802,"3. Veteranos A","COL"
"953",953,"Mujer",50,"CALI",3805,"4. Veteranos B","COL"
"954",954,"Mujer",46,"CALI",3806,"3. Veteranos A","COL"
"955",955,"Mujer",32,"CALI",3806,"2. Abierta","COL"
"956",956,"Mujer",50,"CALI",3807,"4. Veteranos B","COL"
"957",957,"Mujer",31,"CALI",3808,"2. Abierta","COL"
"958",958,"Mujer",43,"CALI",3810,"3. Veteranos A","COL"
"959",959,"Hombre",51,"CALI",3810,"4. Veteranos B","COL"
"960",960,"Mujer",32,"CALI",3810,"2. Abierta","COL"
"961",961,"Hombre",41,"CALI",3810,"3. Veteranos A","COL"
"962",962,"Mujer",37,"CALI",3811,"2. Abierta","COL"
"963",963,"Hombre",39,"CALI",3812,"2. Abierta","COL"
"964",964,"Hombre",50,"CALI",3812,"4. Veteranos B","COL"
"965",965,"Hombre",55,"CALI",3812,"4. Veteranos B","COL"
"966",966,"Mujer",22,"CALI",3813,"2. Abierta","COL"
"967",967,"Hombre",39,"CALI",3813,"2. Abierta","COL"
"968",968,"Mujer",31,"CALI",3816,"2. Abierta","COL"
"969",969,"Hombre",27,"CALI",3817,"2. Abierta","COL"
"970",970,"Hombre",52,"CALI",3820,"4. Veteranos B","COL"
"971",971,"Mujer",29,"CALI",3822,"2. Abierta","COL"
"972",972,"Hombre",37,"CALI",3826,"2. Abierta","COL"
"973",973,"Hombre",59,"CALI",3828,"4. Veteranos B","COL"
"974",974,"Mujer",45,"CALI",3831,"3. Veteranos A","COL"
"975",975,"Hombre",29,"CALI",3834,"2. Abierta","COL"
"976",976,"Mujer",41,"CALI",3834,"3. Veteranos A","COL"
"977",977,"Mujer",49,"CALI",3834,"3. Veteranos A","COL"
"978",978,"Mujer",35,"CALI",3836,"2. Abierta","COL"
"979",979,"Mujer",45,"CANDELARIA",3837,"3. Veteranos A","COL"
"980",980,"Hombre",42,"CALI",3838,"3. Veteranos A","COL"
"981",981,"Hombre",50,"CALI",3838,"4. Veteranos B","COL"
"982",982,"Hombre",39,"CALI",3840,"2. Abierta","COL"
"983",983,"Mujer",35,"CALI",3841,"2. Abierta","COL"
"984",984,"Hombre",52,"CALI",3841,"4. Veteranos B","COL"
"985",985,"Mujer",31,"CALI",3843,"2. Abierta","COL"
"986",986,"Hombre",58,"CALI",3846,"4. Veteranos B","COL"
"987",987,"Hombre",30,"PANAMA",3846,"2. Abierta","PAN"
"988",988,"Mujer",30,"CALI",3847,"2. Abierta","COL"
"989",989,"Hombre",63,"CALI",3847,"5. Veteranos C","COL"
"990",990,"Hombre",36,"CALI",3852,"2. Abierta","COL"
"991",991,"Hombre",45,"CALI",3853,"3. Veteranos A","COL"
"992",992,"Mujer",63,"CALI",3854,"5. Veteranos C","COL"
"993",993,"Mujer",25,"CALI",3854,"2. Abierta","COL"
"994",994,"Mujer",46,"CALI",3857,"3. Veteranos A","COL"
"995",995,"Hombre",28,"CALI",3859,"2. Abierta","COL"
"996",996,"Hombre",50,"CALI",3859,"4. Veteranos B","COL"
"997",997,"Hombre",67,"CALI",3859,"5. Veteranos C","COL"
"998",998,"Mujer",52,"CALI",3860,"4. Veteranos B","COL"
"999",999,"Mujer",28,"CALI",3861,"2. Abierta","COL"
"1000",1000,"Hombre",50,"CALI",3863,"4. Veteranos B","COL"
"1001",1001,"Hombre",56,"CALI",3863,"4. Veteranos B","COL"
"1002",1002,"Hombre",58,"CALI",3864,"4. Veteranos B","COL"
"1003",1003,"Hombre",27,"CALI",3867,"2. Abierta","COL"
"1004",1004,"Hombre",31,"CALI",3868,"2. Abierta","COL"
"1005",1005,"Hombre",43,"CALI",3868,"3. Veteranos A","COL"
"1006",1006,"Mujer",20,"CALI",3870,"2. Abierta","COL"
"1007",1007,"Hombre",55,"CALI",3872,"4. Veteranos B","COL"
"1008",1008,"Mujer",28,"CALI",3872,"2. Abierta","COL"
"1009",1009,"Mujer",26,"CALI",3873,"2. Abierta","COL"
"1010",1010,"Hombre",41,"CALI",3876,"3. Veteranos A","COL"
"1011",1011,"Hombre",53,"CALI",3878,"4. Veteranos B","COL"
"1012",1012,"Mujer",52,"CALI",3878,"4. Veteranos B","COL"
"1013",1013,"Mujer",31,"CALI",3879,"2. Abierta","COL"
"1014",1014,"Mujer",25,"CALI",3879,"2. Abierta","COL"
"1015",1015,"Hombre",28,"CALI",3880,"2. Abierta","COL"
"1016",1016,"Hombre",26,"CALI",3880,"2. Abierta","COL"
"1017",1017,"Hombre",44,"CALI",3881,"3. Veteranos A","COL"
"1018",1018,"Mujer",35,"CALI",3881,"2. Abierta","COL"
"1019",1019,"Hombre",59,"CALI",3883,"4. Veteranos B","COL"
"1020",1020,"Hombre",58,"CALI",3884,"4. Veteranos B","COL"
"1021",1021,"Hombre",54,"CALI",3893,"4. Veteranos B","COL"
"1022",1022,"Mujer",52,"ROLDANILLO",3893,"4. Veteranos B","COL"
"1023",1023,"Hombre",27,"CALI",3894,"2. Abierta","COL"
"1024",1024,"Mujer",59,"CALI",3894,"4. Veteranos B","COL"
"1025",1025,"Hombre",43,"CALI",3895,"3. Veteranos A","COL"
"1026",1026,"Mujer",41,"CALI",3896,"3. Veteranos A","PAN"
"1027",1027,"Hombre",51,"CALI",3897,"4. Veteranos B","COL"
"1028",1028,"Hombre",37,"CALI",3899,"2. Abierta","COL"
"1029",1029,"Mujer",31,"JAMUNDI",3900,"2. Abierta","COL"
"1030",1030,"Mujer",28,"CALI",3900,"2. Abierta","COL"
"1031",1031,"Hombre",58,"CALI",3902,"4. Veteranos B","COL"
"1032",1032,"Mujer",35,"CALI",3903,"2. Abierta","COL"
"1033",1033,"Hombre",32,"CALI",3903,"2. Abierta","COL"
"1034",1034,"Hombre",29,"CALI",3904,"2. Abierta","COL"
"1035",1035,"Mujer",35,"JAMUNDI",3906,"2. Abierta","COL"
"1036",1036,"Hombre",25,"CALI",3907,"2. Abierta","COL"
"1037",1037,"Hombre",59,"CALI",3908,"4. Veteranos B","COL"
"1038",1038,"Mujer",40,"CALI",3909,"3. Veteranos A","COL"
"1039",1039,"Hombre",42,"CALI",3910,"3. Veteranos A","COL"
"1040",1040,"Hombre",51,"CALI",3911,"4. Veteranos B","COL"
"1041",1041,"Hombre",29,"FLORIDA",3913,"2. Abierta","COL"
"1042",1042,"Mujer",39,"CALI",3914,"2. Abierta","COL"
"1043",1043,"Mujer",43,"POPAYAN",3915,"3. Veteranos A","COL"
"1044",1044,"Hombre",22,"FLORIDA VA",3916,"2. Abierta","COL"
"1045",1045,"Mujer",34,"CALI",3917,"2. Abierta","COL"
"1046",1046,"Mujer",40,"CALI",3918,"3. Veteranos A","COL"
"1047",1047,"Mujer",54,"CALI",3919,"4. Veteranos B","COL"
"1048",1048,"Hombre",45,"CALI",3920,"3. Veteranos A","COL"
"1049",1049,"Mujer",34,"CALI",3920,"2. Abierta","COL"
"1050",1050,"Hombre",27,"CALI",3920,"2. Abierta","COL"
"1051",1051,"Hombre",22,"CALI",3921,"2. Abierta","COL"
"1052",1052,"Mujer",34,"CALI",3921,"2. Abierta","PAN"
"1053",1053,"Mujer",24,"CALI",3922,"2. Abierta","COL"
"1054",1054,"Hombre",51,"CALI",3922,"4. Veteranos B","COL"
"1055",1055,"Mujer",54,"CALI",3924,"4. Veteranos B","COL"
"1056",1056,"Hombre",38,"ARMENIA",3924,"2. Abierta","COL"
"1057",1057,"Hombre",43,"CALI",3926,"3. Veteranos A","COL"
"1058",1058,"Mujer",38,"CALI",3928,"2. Abierta","COL"
"1059",1059,"Mujer",32,"CALI",3929,"2. Abierta","COL"
"1060",1060,"Mujer",33,"CALI",3930,"2. Abierta","COL"
"1061",1061,"Mujer",25,"CALI",3932,"2. Abierta","COL"
"1062",1062,"Mujer",43,"CALI",3933,"3. Veteranos A","COL"
"1063",1063,"Mujer",24,"CALI",3939,"2. Abierta","COL"
"1064",1064,"Mujer",47,"CALI",3940,"3. Veteranos A","COL"
"1065",1065,"Hombre",27,"CALI",3943,"2. Abierta","COL"
"1066",1066,"Hombre",37,"CALI",3943,"2. Abierta","COL"
"1067",1067,"Hombre",40,"PASTO",3943,"3. Veteranos A","COL"
"1068",1068,"Hombre",53,"CANDELARIA",3944,"4. Veteranos B","COL"
"1069",1069,"Mujer",22,"CALI",3946,"2. Abierta","COL"
"1070",1070,"Mujer",62,"CALI",3947,"5. Veteranos C","COL"
"1071",1071,"Mujer",52,"CALI",3947,"4. Veteranos B","COL"
"1072",1072,"Hombre",58,"CALI",3947,"4. Veteranos B","COL"
"1073",1073,"Mujer",32,"CALI",3948,"2. Abierta","COL"
"1074",1074,"Hombre",37,"CALI",3949,"2. Abierta","COL"
"1075",1075,"Mujer",43,"CALI",3950,"3. Veteranos A","COL"
"1076",1076,"Mujer",58,"CALI",3952,"4. Veteranos B","PAN"
"1077",1077,"Mujer",29,"CALI",3954,"2. Abierta","COL"
"1078",1078,"Hombre",31,"CALI",3954,"2. Abierta","COL"
"1079",1079,"Mujer",27,"CALI",3954,"2. Abierta","COL"
"1080",1080,"Hombre",30,"CALI",3955,"2. Abierta","COL"
"1081",1081,"Hombre",40,"PASTO",3955,"3. Veteranos A","COL"
"1082",1082,"Mujer",29,"CALI",3956,"2. Abierta","COL"
"1083",1083,"Mujer",31,"CALI",3957,"2. Abierta","COL"
"1084",1084,"Hombre",52,"CALI",3958,"4. Veteranos B","COL"
"1085",1085,"Mujer",23,"CALI",3960,"2. Abierta","COL"
"1086",1086,"Mujer",23,"CALI",3960,"2. Abierta","COL"
"1087",1087,"Hombre",50,"CALI",3960,"4. Veteranos B","COL"
"1088",1088,"Hombre",44,"CALI",3962,"3. Veteranos A","COL"
"1089",1089,"Hombre",26,"CALI",3963,"2. Abierta","COL"
"1090",1090,"Mujer",31,"CALI",3964,"2. Abierta","COL"
"1091",1091,"Hombre",41,"CALI",3965,"3. Veteranos A","COL"
"1092",1092,"Mujer",30,"CALI",3965,"2. Abierta","COL"
"1093",1093,"Hombre",55,"CALI",3966,"4. Veteranos B","COL"
"1094",1094,"Hombre",47,"CALI",3967,"3. Veteranos A","COL"
"1095",1095,"Mujer",38,"CALI",3967,"2. Abierta","COL"
"1096",1096,"Hombre",37,"CALI",3968,"2. Abierta","COL"
"1097",1097,"Hombre",47,"CALI",3969,"3. Veteranos A","COL"
"1098",1098,"Hombre",44,"CALI",3970,"3. Veteranos A","COL"
"1099",1099,"Mujer",27,"CALI",3971,"2. Abierta","COL"
"1100",1100,"Hombre",34,"CALI",3971,"2. Abierta","COL"
"1101",1101,"Hombre",27,"CALI",3971,"2. Abierta","COL"
"1102",1102,"Hombre",27,"CALI",3974,"2. Abierta","COL"
"1103",1103,"Hombre",40,"CALI",3975,"3. Veteranos A","COL"
"1104",1104,"Hombre",34,"CALI",3975,"2. Abierta","COL"
"1105",1105,"Mujer",50,"CALI",3977,"4. Veteranos B","COL"
"1106",1106,"Mujer",28,"PUERTO TEJADA",3977,"2. Abierta","COL"
"1107",1107,"Hombre",36,"CALI",3977,"2. Abierta","COL"
"1108",1108,"Mujer",31,"CALI",3978,"2. Abierta","COL"
"1109",1109,"Mujer",26,"CALI",3978,"2. Abierta","COL"
"1110",1110,"Mujer",42,"CALI",3978,"3. Veteranos A","COL"
"1111",1111,"Hombre",63,"CALI",3979,"5. Veteranos C","COL"
"1112",1112,"Mujer",54,"CALI",3979,"4. Veteranos B","COL"
"1113",1113,"Hombre",32,"CALI",3980,"2. Abierta","COL"
"1114",1114,"Mujer",49,"CALI",3981,"3. Veteranos A","COL"
"1115",1115,"Hombre",32,"CALI",3983,"2. Abierta","COL"
"1116",1116,"Mujer",35,"CALI",3984,"2. Abierta","COL"
"1117",1117,"Hombre",29,"CALI",3984,"2. Abierta","COL"
"1118",1118,"Hombre",25,"CALI",3985,"2. Abierta","COL"
"1119",1119,"Mujer",67,"JAMUNDI",3986,"5. Veteranos C","COL"
"1120",1120,"Mujer",50,"CALI",3986,"4. Veteranos B","COL"
"1121",1121,"Hombre",42,"CALI",3987,"3. Veteranos A","COL"
"1122",1122,"Mujer",49,"CALI",3988,"3. Veteranos A","COL"
"1123",1123,"Hombre",37,"CALI",3988,"2. Abierta","COL"
"1124",1124,"Mujer",29,"CALI",3989,"2. Abierta","COL"
"1125",1125,"Hombre",53,"CALI",3989,"4. Veteranos B","COL"
"1126",1126,"Mujer",28,"CALI",3992,"2. Abierta","COL"
"1127",1127,"Hombre",27,"CALI",3993,"2. Abierta","COL"
"1128",1128,"Hombre",42,"CALI",3994,"3. Veteranos A","COL"
"1129",1129,"Mujer",38,"CALI",3994,"2. Abierta","COL"
"1130",1130,"Mujer",31,"CALI",3995,"2. Abierta","COL"
"1131",1131,"Mujer",44,"JAMUNDI",3995,"3. Veteranos A","COL"
"1132",1132,"Hombre",38,"CALI",3999,"2. Abierta","COL"
"1133",1133,"Mujer",34,"CALI",4000,"2. Abierta","COL"
"1134",1134,"Hombre",43,"CALI",4003,"3. Veteranos A","COL"
"1135",1135,"Hombre",43,"CALI",4004,"3. Veteranos A","COL"
"1136",1136,"Mujer",24,"CALI",4005,"2. Abierta","COL"
"1137",1137,"Mujer",37,"CALI",4005,"2. Abierta","COL"
"1138",1138,"Hombre",38,"PALMIRA",4005,"2. Abierta","COL"
"1139",1139,"Mujer",25,"CALI",4007,"2. Abierta","COL"
"1140",1140,"Mujer",44,"FLORIDA VA",4007,"3. Veteranos A","COL"
"1141",1141,"Mujer",37,"BOGOTA",4008,"2. Abierta","COL"
"1142",1142,"Mujer",57,"CALI",4012,"4. Veteranos B","COL"
"1143",1143,"Mujer",29,"CALI",4013,"2. Abierta","COL"
"1144",1144,"Hombre",33,"CALI",4013,"2. Abierta","COL"
"1145",1145,"Hombre",45,"CALI",4015,"3. Veteranos A","COL"
"1146",1146,"Hombre",25,"CALI",4017,"2. Abierta","COL"
"1147",1147,"Hombre",19,"POPAYAN",4019,"2. Abierta","COL"
"1148",1148,"Mujer",19,"POPAYAN",4020,"2. Abierta","COL"
"1149",1149,"Mujer",31,"CALI",4020,"2. Abierta","COL"
"1150",1150,"Mujer",28,"JAMUNDI",4020,"2. Abierta","COL"
"1151",1151,"Mujer",37,"CALI",4020,"2. Abierta","COL"
"1152",1152,"Mujer",35,"CALI",4020,"2. Abierta","COL"
"1153",1153,"Hombre",29,"CALI",4024,"2. Abierta","COL"
"1154",1154,"Hombre",28,"CALI",4027,"2. Abierta","COL"
"1155",1155,"Hombre",37,"CALI",4028,"2. Abierta","COL"
"1156",1156,"Mujer",51,"CALI",4028,"4. Veteranos B","COL"
"1157",1157,"Hombre",54,"CALI",4028,"4. Veteranos B","COL"
"1158",1158,"Hombre",41,"CALI",4031,"3. Veteranos A","COL"
"1159",1159,"Hombre",34,"CALI",4031,"2. Abierta","COL"
"1160",1160,"Hombre",28,"CALI",4035,"2. Abierta","COL"
"1161",1161,"Hombre",33,"CALI",4035,"2. Abierta","COL"
"1162",1162,"Hombre",36,"CALI",4037,"2. Abierta","COL"
"1163",1163,"Hombre",31,"CALI",4037,"2. Abierta","COL"
"1164",1164,"Hombre",29,"CALI",4038,"2. Abierta","COL"
"1165",1165,"Mujer",26,"CALI",4039,"2. Abierta","COL"
"1166",1166,"Hombre",31,"TULUA",4040,"2. Abierta","COL"
"1167",1167,"Hombre",53,"CALI",4040,"4. Veteranos B","COL"
"1168",1168,"Mujer",38,"CALI",4041,"2. Abierta","COL"
"1169",1169,"Hombre",31,"CALI",4042,"2. Abierta","COL"
"1170",1170,"Hombre",59,"CALI",4046,"4. Veteranos B","COL"
"1171",1171,"Mujer",32,"CALI",4050,"2. Abierta","COL"
"1172",1172,"Mujer",44,"CALI",4050,"3. Veteranos A","COL"
"1173",1173,"Hombre",44,"CALI",4051,"3. Veteranos A","COL"
"1174",1174,"Hombre",34,"CALI",4052,"2. Abierta","COL"
"1175",1175,"Hombre",53,"CALI",4054,"4. Veteranos B","COL"
"1176",1176,"Mujer",27,"CALI",4054,"2. Abierta","COL"
"1177",1177,"Mujer",52,"CALI",4054,"4. Veteranos B","COL"
"1178",1178,"Hombre",62,"CALI",4057,"5. Veteranos C","COL"
"1179",1179,"Mujer",30,"CALI",4057,"2. Abierta","COL"
"1180",1180,"Hombre",26,"CALI",4061,"2. Abierta","COL"
"1181",1181,"Hombre",31,"CALI",4061,"2. Abierta","COL"
"1182",1182,"Hombre",36,"CALI",4062,"2. Abierta","COL"
"1183",1183,"Hombre",48,"CALI",4062,"3. Veteranos A","COL"
"1184",1184,"Mujer",38,"CALI",4063,"2. Abierta","COL"
"1185",1185,"Hombre",40,"CALI",4064,"3. Veteranos A","COL"
"1186",1186,"Hombre",36,"CALI",4066,"2. Abierta","COL"
"1187",1187,"Hombre",33,"POPAYAN",4067,"2. Abierta","COL"
"1188",1188,"Hombre",29,"CALI",4068,"2. Abierta","COL"
"1189",1189,"Mujer",30,"CALI",4070,"2. Abierta","COL"
"1190",1190,"Hombre",33,"CALI",4071,"2. Abierta","COL"
"1191",1191,"Hombre",26,"CANDELARIA",4072,"2. Abierta","COL"
"1192",1192,"Hombre",35,"CALI",4072,"2. Abierta","COL"
"1193",1193,"Mujer",27,"CALI",4072,"2. Abierta","COL"
"1194",1194,"Hombre",22,"CALI",4074,"2. Abierta","COL"
"1195",1195,"Hombre",26,"CALI",4076,"2. Abierta","COL"
"1196",1196,"Mujer",26,"BUGA",4082,"2. Abierta","COL"
"1197",1197,"Mujer",32,"CALI",4082,"2. Abierta","COL"
"1198",1198,"Hombre",51,"CALI",4085,"4. Veteranos B","COL"
"1199",1199,"Mujer",29,"CALI",4087,"2. Abierta","COL"
"1200",1200,"Hombre",33,"CALI",4087,"2. Abierta","COL"
"1201",1201,"Hombre",29,"CALI",4088,"2. Abierta","COL"
"1202",1202,"Hombre",22,"CALI",4088,"2. Abierta","COL"
"1203",1203,"Mujer",50,"CALI",4090,"4. Veteranos B","COL"
"1204",1204,"Hombre",30,"CALI",4091,"2. Abierta","COL"
"1205",1205,"Mujer",37,"BUENAVENTURA",4093,"2. Abierta","COL"
"1206",1206,"Hombre",54,"CALI",4093,"4. Veteranos B","COL"
"1207",1207,"Mujer",31,"CALI",4094,"2. Abierta","COL"
"1208",1208,"Hombre",27,"CALI",4094,"2. Abierta","COL"
"1209",1209,"Mujer",31,"CALI",4095,"2. Abierta","COL"
"1210",1210,"Mujer",22,"CALI",4095,"2. Abierta","COL"
"1211",1211,"Mujer",43,"BUENAVENTURA",4095,"3. Veteranos A","COL"
"1212",1212,"Hombre",35,"CALI",4099,"2. Abierta","COL"
"1213",1213,"Mujer",28,"CALI",4100,"2. Abierta","COL"
"1214",1214,"Mujer",31,"CALI",4101,"2. Abierta","COL"
"1215",1215,"Mujer",42,"GINEBRA",4101,"3. Veteranos A","COL"
"1216",1216,"Hombre",31,"JAMUNDI",4102,"2. Abierta","COL"
"1217",1217,"Hombre",71,"JAMUNDI",4102,"5. Veteranos C","COL"
"1218",1218,"Hombre",28,"CALI",4104,"2. Abierta","COL"
